name,description,gst_price
Autodesk Revit Structural Training,"Step into the realm of advanced structural design with our Autodesk Revit Structural Training. Tailored for professionals aiming to harness the full potential of Revit for their structural projects, this course provides a deep dive into key features and tools that drive efficient and comprehensive design. Whether you're looking to link architectural nuances, craft detailed view templates, or reinforce structures with....",$654.00
Autodesk Revit Training for MEP,"Dive into the expansive universe of MEP (Mechanical, Electrical, and Plumbing) design with Autodesk Revit, one of the industry's most revered design tools. This course, specially curated for professionals keen on amplifying their design acumen, offers a deep exploration into the myriad of electrical, mechanical, plumbing, and fire protection features embedded in Revit.
Beyond the core MEP modules, the training encom....",$654.00
Full Autodesk Fusion 360 Training,"Venture into the multifaceted realm of Autodesk Fusion 360 with our holistic training program, tailored to arm you with expertise in cutting-edge CAD techniques. Fusion 360, renowned for its cloud-enabled capabilities, stands at the forefront of modern design and simulation. This course elucidates the core features of Fusion 360, offering insight into its versatile environments, and the art of extruding, modeling, an....",$654.00
WSQ - Technical Drawing with AutoCAD,"Dive into the world of technical drawing with our WSQ-accredited AutoCAD course. Our comprehensive curriculum covers everything from basic drafting techniques to advanced architectural and engineering plans. Designed to fit the needs of professionals and beginners alike, this course offers hands-on training in 2D and 3D modeling, ensuring you grasp the full range of AutoCAD's capabilities.
By the end of this course,....",$686.70
WSQ - Architecture Drawing with Revit,"Step up your architectural design game with our WSQ-accredited Revit course. Tailored for beginners and experienced professionals, this course provides a deep dive into the essentials of Building Information Modeling (BIM) using Revit software. You will learn how to create detailed floor plans, elevations, and 3D models, in addition to managing building data effectively for construction or renovation projects.
By th....",$749.92
WSQ - Application of BIM using Revit,"Get ahead in the construction and design sectors with our WSQ-accredited Application of BIM using Revit course. From beginners to seasoned professionals, this course is designed to cover every aspect of Building Information Modeling (BIM) through the powerful Revit software. You'll acquire practical skills in design automation, creating 3D models, and managing construction documents, setting you on the path to projec....",$749.92
WSQ - Architectural Visualization with 3ds Max,"Step into the dynamic world of architectural visualization with our WSQ-accredited course in 3ds Max. Designed to empower professionals and enthusiasts alike, the course is packed with hands-on exercises that teach you to create highly realistic 3D architectural models. From the basics of modeling and texturing to advanced rendering techniques, you'll gain valuable insights into the entire workflow of architectural v....",$749.92
WSQ - AutoCAD Civil 3D for Infrastructure Design,"Accelerate your career in civil engineering with our WSQ-accredited AutoCAD Civil 3D for Infrastructure Design course. This comprehensive training provides a deep dive into the core functionalities of AutoCAD Civil 3D software, designed for infrastructure planning and construction. Learn to navigate 3D modeling, surface creation, and design optimization to create superior site development projects.
By course complet....",$749.92
WSQ - Product Design with Autodesk Inventor,"Embark on a transformative journey in product design with our WSQ-accredited Autodesk Inventor course. This program covers everything from basic sketches to complex 3D models, teaching you the Autodesk Inventor techniques you'll need for conceptualizing and finalizing designs in a digital setting. By using real-world scenarios, you'll acquire the practical skills needed to navigate through Autodesk Inventor’s p....",$749.92
WSQ - Product Design with Fusion 360,"Unlock the future of product design with our WSQ-accredited Fusion 360 course. This course provides a comprehensive guide to 3D design, CAD fundamentals, and prototyping, leveraging the versatile Fusion 360 platform. From creating intricate product designs to testing them in a simulated environment, this course equips you with skills to be at the forefront of the design industry.
Upon completion, you will possess th....",$686.70
WSQ - Basic Technical Drawing with Sketchup for Beginners,"Dive into the world of technical drawing with this beginner-friendly WSQ course in Sketchup. Ideal for those new to 3D modeling or design, this course starts with the basics, guiding you through the Sketchup interface and fundamental drawing techniques. Master the art of creating accurate, detailed designs and models that can be applied in various engineering and architectural projects.
With a focus on practical ski....",$749.92
WSQ - AutoCAD for Design and Drafting Professional (ACP Cert Prep),"Take your design and drafting skills to the next level with our comprehensive AutoCAD Professional Certification Preparation Course. This program, designed for aspiring and current design professionals, provides in-depth training on the powerful tools and functionalities of AutoCAD, one of the leading computer-aided design (CAD) software in the industry.
From creating precise 2D drawings to intricate 3D models, you'....","$2,180.00"
WSQ - Civil 3D for Infrastructure Design Professional (ACP Cert Prep),"Master the nuances of Civil 3D and elevate your skills in infrastructure design with our comprehensive certification preparation course. Learn to interpret advanced models and drawings for civil structures, ensuring their structural adequacy under varying loads. Delve deep into the applications of Civil 3D in site surveying, measurement techniques, and groundbreaking soil properties analysis essential for robust foun....","$2,180.00"
WSQ - Revit for Architectural Design Professional Certification Prep (ACP),"Revit for Architectural Design Professional Certification Prep is a comprehensive course designed to equip learners with the knowledge and skills required to excel in the architectural design industry using Autodesk Revit. This course covers essential topics such as modeling, documentation, collaboration, coordination, project standards, and information analysis, all in the context of Revit.
Throughout this course, ....","$2,180.00"
WSQ - Revit for Structural Design Professional Certification Prep (ACP),Dive into the world of advanced structural design with our WSQ - Revit for Structural Design Professional Certification Prep course. This comprehensive program is designed to equip you with the skills to perform intricate engineering calculations and develop conceptual designs using Revit. You will learn to create detailed design specifications tailored to engineering systems and manage material requisitions for dive....,"$2,180.00"
WSQ - Revit for Mechanical Design Professional Certification Prep (ACP),"The Revit for Mechanical Design Professional Certification Prep course is an in-depth, comprehensive program designed to equip learners with the essential knowledge and skills required to become proficient Revit users in the field of mechanical design. This course focuses on the application of Autodesk Revit, a leading Building Information Modeling (BIM) software, to create detailed, accurate, and efficient mechanica....","$2,180.00"
WSQ - Design for Manufacturing Professional Certification Prep (Fusion 360 ACU),"Embark on a comprehensive journey through our Design for Manufacturing Professional Certification Prep, focusing on the powerful capabilities of Fusion 360. This course is tailored to provide aspirants with a deep understanding of Fusion 360's tools and functionalities, aligned specifically with design for manufacturing principles. From creating intricate 3D models to optimizing designs for manufacturability, partici....","$2,180.00"
WSQ - Autodesk Inventor for Mechanical Design Professional Certification Prep (ACP),"Unlock the doors to the future of mechanical design with our Inventor Certification Preparation course. Whether you're an aspiring designer or an established professional, this course is tailored to help you achieve mastery over the latest CAD tools, ensuring you're primed for success in the certification exam. Our program combines a deep dive into the core functionalities of Inventor with the nuances of advanced mec....","$2,180.00"
AutoCAD Essential Training,"Unlock your potential as a proficient designer with our AutoCAD Essential Training. Tailored to nurture skilled professionals, the course provides an in-depth exploration of the primary functionalities and tools of AutoCAD, a pivotal platform in the realms of architectural and engineering design. Delve deep into practical lessons that cover essential drafting techniques, 3D modeling, and dynamic blocks, enabling you ....",$542.82
Revit for Structural Design Professional Certification ACP Prep,"Unlock the full potential of Revit for Structural Design with our WSQ Professional Certification Prep (ACP). This course equips participants with the prowess to execute precise engineering calculations, craft conceptual designs and BoD in Revit, and develop intricate design specifications tailored to project needs. Additionally, you will gain proficiency in devising plans, schematics, and layouts, ensuring your desig....","$1,308.00"
Revit for Architectural Design Professional Certification ACP Prep,"Revit for Architectural Design Professional Certification Prep is a comprehensive course designed to equip learners with the knowledge and skills required to excel in the architectural design industry using Autodesk Revit. This course covers essential topics such as modeling, documentation, collaboration, coordination, project standards, and information analysis, all in the context of Revit.
Throughout this course, ....","$1,308.00"
Fusion 360 - Design for Manufacturing Professional ACP Certification Prep,"Immerse in the intricate world of manufacturing design with our Fusion 360 - Design for Manufacturing Professional ACP Certification Prep. This meticulously curated course delves deep into Fusion 360's advanced capabilities, aligning perfectly with modern design for manufacturing (DFM) principles. Participants will explore the software's vast tools, from detailed 3D modeling to simulation capabilities, ensuring every....","$1,308.00"
Autodesk Revit Architecture Training,"Step into the future of architectural design with our Autodesk Revit Architecture Training. This course is intricately designed for those seeking to harness the power of Revit, a leading tool in the architectural design industry. Whether you're an aspiring architect or a seasoned professional, our training will equip you with advanced techniques, including linking architecture and creating sophisticated levels.
Get ....",$542.82
Creating Visual Stories with Mobile Photography,"Embark on a captivating journey into the world of visual storytelling with our ""Creating Visual Stories with Mobile Photography"" course. This program is designed to unleash your creativity and empower you with the skills to capture the essence of moments using just your mobile phone. You will delve into the techniques of using your mobile camera to its fullest potential, understanding the nuances of lighting, composi....",$327.00
WSQ - Video Editing with Premiere Pro,"Unleash your creativity in video post-production with WSQ's Video Editing with Premiere Pro course. Designed for both beginners and those looking to advance their skills, this course covers the fundamentals of editing, special effects, and sound manipulation. By the end of the course, you'll be proficient in cutting sequences, layering transitions, and creating compelling video content that stands out.
To ensure a c....",$749.92
WSQ - Video Editing with After Effects,"Step up your video editing game with WSQ's Video Editing with After Effects course. This course is structured to give you a comprehensive understanding of creating awe-inspiring visual effects, intricate animations, and professional motion graphics. Whether you are a beginner or an experienced editor, this course provides you with the expertise to breathe life into your video projects.
Benefit from hands-on exercise....",$749.92
WSQ - Video Editing with iMovie,"Unleash your creativity with our comprehensive Video Editing with iMovie course. This program, designed for beginners and intermediate learners, will guide you through the exciting world of video editing, enabling you to craft compelling visual narratives using iMovie's intuitive and powerful tools.
Learn the principles of video editing - from basic cuts and transitions to complex visual effects, sound design, and c....",$872.00
WSQ - Digital Photography on Mobile Phone Cameras,"Discover the art of digital photography right from your mobile phone with our WSQ-accredited course. Designed to turn your smartphone into a powerful photographic tool, this course covers essential skills such as framing, composition, and lighting. We also delve into the use of popular mobile photography apps, helping you edit and enhance your photos to achieve professional-quality results.
Whether you're a budding ....",$749.92
Adobe Premiere Pro CC Essential Training,"Unearth the intricacies of Adobe Premiere Pro CC, an industry-standard tool that promises to elevate your video editing capabilities. Our meticulous training begins with a fast-track approach to editing in Premiere Pro, guiding you through the foundational steps of setting up projects, sequences, and mastering the art of importing and organizing media. Learn to discern and select the finest takes from your clips and ....",$542.82
After Effects CC Essential Training,"Unearth the power of Adobe's After Effects CC with our detailed Essential Training. From novices looking to grasp the basics to seasoned professionals aiming to polish their skills, this course offers insights into the world of advanced video editing. Participants will be introduced to fundamental video terminology, enabling a clear understanding of the intricate facets of the editing landscape. The journey further d....",$324.82
iMovie Video Essential Training,"Embark on a transformative journey with our iMovie Video Essential Training. This course is meticulously crafted to arm you with proficiency in video editing and production. Whether you are a budding filmmaker or a seasoned professional looking to hone your skills further, this training is your gateway to mastering the art of visual storytelling. Learn to navigate the iMovie interface with ease, apply seamless transi....",$327.00
Video Production with ChatGPT  and Digital Human Avatar,"This course is designed for individuals interested in learning how to incorporate the latest technologies in video production, specifically ChatGPT and digital human avatars. Students will learn how to create engaging and informative video content using ChatGPT's natural language processing capabilities and digital human avatar technology. The course will cover the fundamentals of video production, including pre-prod....",$327.00
WSQ - Digital Photography on Mobile Phone Cameras,"Discover the art of digital photography right from your mobile phone with our WSQ-accredited course. Designed to turn your smartphone into a powerful photographic tool, this course covers essential skills such as framing, composition, and lighting. We also delve into the use of popular mobile photography apps, helping you edit and enhance your photos to achieve professional-quality results.
Whether you're a budding ....",$749.92
Creating Visual Stories with Mobile Photography,"Embark on a captivating journey into the world of visual storytelling with our ""Creating Visual Stories with Mobile Photography"" course. This program is designed to unleash your creativity and empower you with the skills to capture the essence of moments using just your mobile phone. You will delve into the techniques of using your mobile camera to its fullest potential, understanding the nuances of lighting, composi....",$327.00
WSQ - UI Design with UXPin,"Step into the world of UI design with our specialized UXPin course, accredited by WSQ. This course is designed for those who aim to build professional UI design skills. Learn how to create wireframes, develop prototypes, and master interaction design using UXPin's feature-rich platform. Gain hands-on experience that you can immediately apply to your own design projects.
Our course modules are carefully curated to fo....",$749.92
WSQ - User Interface Design with Adobe XD,"Unlock your potential in user interface (UI) design with our WSQ-approved Adobe XD course for aspiring designers. Gain a comprehensive understanding of Adobe XD's powerful tools and features as you're guided through the entire UI design process—from wireframing and prototyping to user testing. Develop the skills to create designs that not only look good but also offer a seamless user experience.
Structured wit....",$749.92
Adobe XD UI/UX Training,"Dive into the world of UI/UX design with our specialized Adobe XD Training. As the realm of digital design continuously evolves, it becomes crucial for professionals to stay updated with the latest tools and techniques. Adobe XD, a pioneer in the UI/UX design landscape, offers designers an integrated platform to craft, animate, and bring their visions to life. This course is meticulously curated to ensure participant....",$270.32
Prototyping and Wireframing with UXPin,"User experience (UX) and User Interface (UI) design is the process designers use to build interfaces on devices that provide meaningful and relevant experiences to users. This involves the design of the entire process of acquiring and integrating the product, including aspects of branding, design, usability and function. However, as the experience of technology is becoming increasingly complex, organisations are begi....",$327.00
UX/UI Design with Figma,"Dive into the world of UX/UI design with our comprehensive Figma course at Tertiary Courses. Whether you're a beginner or looking to refine your skills, our expert-led sessions will guide you through the intricacies of crafting user-friendly and visually stunning interfaces for both web and apps.
Harness the power of Figma, the leading design tool preferred by professionals worldwide. With hands-on exercises, practi....",$654.00
WSQ - 3D Modelling with Blender for Beginners,"Dive into the world of 3D modelling with our comprehensive Blender course for beginners. Designed to provide you with a strong foundation, this course takes you through the essentials of Blender's interface, toolsets, and rendering capabilities. You'll learn how to craft realistic models, apply textures, and understand lighting, enabling you to create compelling 3D designs for various applications.
Engage in hands-o....",$749.92
Blender Essential Training,"Step into the captivating realm of 3D design with our in-depth Blender Essential Training. Tailored for both novices and seasoned professionals, this course takes you on a meticulous journey through the multifaceted functionalities of Blender. From basic navigation in 3D space, object manipulations like selecting, rotating, and scaling, to intricate processes like creating mesh primitives, subdivisions, and complex c....",$324.82
iMovie Video Essential Training,"Embark on a transformative journey with our iMovie Video Essential Training. This course is meticulously crafted to arm you with proficiency in video editing and production. Whether you are a budding filmmaker or a seasoned professional looking to hone your skills further, this training is your gateway to mastering the art of visual storytelling. Learn to navigate the iMovie interface with ease, apply seamless transi....",$327.00
Basic Unity Game Development Training,"Embark on an enlightening venture into the dynamic world of game development with our foundational Unity Game Development Training. This course is meticulously crafted to arm beginners with the indispensable skills required to develop games using Unity, a leading game engine. Kickstart your learning experience with setting up a Unity project, followed by customizing its UI for a more personalized touch. As you delve ....",$324.82
Unreal Engine Blueprint Visual Programming for Game Development,"Unlock the vast potential of Unreal Engine's Blueprint Visual Programming through this comprehensive course tailored for aspiring game developers. Dive deep into the functionalities of the Blueprint Editor, mastering the art of manipulating variables, and setting up events to bring your game to life.
Further enhance your proficiency by crafting animations and establishing a robust game controller. This curriculum ....",$654.00
Unity Certified User (Programmer) Exam Prep,"Dive deep into the world of C# programming within Unity software with our Unity Certified User Programmer Exam Prep. This course is meticulously designed to cover the essentials of creating interactivity in games, apps, and other immersive experiences. You will learn the ins and outs of Unity software and C# programming, ensuring you are well-prepared to take on the certification exam.
With the exam objectives align....","$1,308.00"
Adobe Animate CC Training,"Unlock the true potential of Adobe Animate CC with our structured training program. Start with the basics of setting up your project and workspace, followed by mastering the tools of the stage and pasteboard. Get proficient in importing and editing images, whether they are standalone or from Illustrator and Photoshop files. The course encompasses essential techniques like drawing, working with text, managing timeline....",$324.82
C# Programming Methodologies for Unity Game Development,"This course is not yet approved for WSQ funding
Step into the realm of game development with our C# Programming Methodologies for Unity Game Development course. This intensive program is tailored to impart essential skills in using C# methodologies, specifically designed for Unity game development. Participants will learn to determine basic software components to meet functional specifications of Unity games, a cruc....",$872.00
WSQ - Unity Certified User Programmer Exam Prep,"Embark on a journey to become a certified Unity Programmer with our comprehensive exam preparation course. This Unity Certified User (Programmer) course is meticulously designed to equip you with the expertise and confidence to pass the certification exam. Delve into the essentials of Unity's development environment, mastering the fundamentals of scripting, animation, UI, game logic, and more. You'll learn to trouble....","$1,744.00"
Unreal Engine Essential Training,"Embark on a transformative journey with our Unreal Engine Essential Training. Begin with mastering the nuances of customizing the Unreal UI, setting the stage for your projects and crafting expansive landscapes that breathe life. As you progress, delve into assembling sophisticated scenes that merge the artistic prowess of materials and lights, accentuated by post-processing effects that add depth and realism. Witnes....",$654.00
Virtual Reality for Architecture Visualisations with Unreal Engine,"Master the cutting-edge techniques in Virtual Reality to transform your architectural visualisations into captivating, immersive experiences with the Unreal Engine. This course equips you with the skills to seamlessly transfer your Archviz projects from 3ds Max, rendering them playable in Virtual Reality, thereby revolutionising your architectural presentations.
Along with a hands-on approach, you'll delve into the ....",$654.00
WSQ - 3D Modelling with Blender for Beginners,"Dive into the world of 3D modelling with our comprehensive Blender course for beginners. Designed to provide you with a strong foundation, this course takes you through the essentials of Blender's interface, toolsets, and rendering capabilities. You'll learn how to craft realistic models, apply textures, and understand lighting, enabling you to create compelling 3D designs for various applications.
Engage in hands-o....",$749.92
Blender Essential Training,"Step into the captivating realm of 3D design with our in-depth Blender Essential Training. Tailored for both novices and seasoned professionals, this course takes you on a meticulous journey through the multifaceted functionalities of Blender. From basic navigation in 3D space, object manipulations like selecting, rotating, and scaling, to intricate processes like creating mesh primitives, subdivisions, and complex c....",$324.82
Unreal Engine Essential Training,"Embark on a transformative journey with our Unreal Engine Essential Training. Begin with mastering the nuances of customizing the Unreal UI, setting the stage for your projects and crafting expansive landscapes that breathe life. As you progress, delve into assembling sophisticated scenes that merge the artistic prowess of materials and lights, accentuated by post-processing effects that add depth and realism. Witnes....",$654.00
Adobe Animate CC Training,"Unlock the true potential of Adobe Animate CC with our structured training program. Start with the basics of setting up your project and workspace, followed by mastering the tools of the stage and pasteboard. Get proficient in importing and editing images, whether they are standalone or from Illustrator and Photoshop files. The course encompasses essential techniques like drawing, working with text, managing timeline....",$324.82
WSQ - Unity Certified User Programmer Exam Prep,"Embark on a journey to become a certified Unity Programmer with our comprehensive exam preparation course. This Unity Certified User (Programmer) course is meticulously designed to equip you with the expertise and confidence to pass the certification exam. Delve into the essentials of Unity's development environment, mastering the fundamentals of scripting, animation, UI, game logic, and more. You'll learn to trouble....","$1,744.00"
C# Programming Methodologies for Unity Game Development,"This course is not yet approved for WSQ funding
Step into the realm of game development with our C# Programming Methodologies for Unity Game Development course. This intensive program is tailored to impart essential skills in using C# methodologies, specifically designed for Unity game development. Participants will learn to determine basic software components to meet functional specifications of Unity games, a cruc....",$872.00
Basic Unity Game Development Training,"Embark on an enlightening venture into the dynamic world of game development with our foundational Unity Game Development Training. This course is meticulously crafted to arm beginners with the indispensable skills required to develop games using Unity, a leading game engine. Kickstart your learning experience with setting up a Unity project, followed by customizing its UI for a more personalized touch. As you delve ....",$324.82
Unity Certified User (Programmer) Exam Prep,"Dive deep into the world of C# programming within Unity software with our Unity Certified User Programmer Exam Prep. This course is meticulously designed to cover the essentials of creating interactivity in games, apps, and other immersive experiences. You will learn the ins and outs of Unity software and C# programming, ensuring you are well-prepared to take on the certification exam.
With the exam objectives align....","$1,308.00"
Unreal Engine Blueprint Visual Programming for Game Development,"Unlock the vast potential of Unreal Engine's Blueprint Visual Programming through this comprehensive course tailored for aspiring game developers. Dive deep into the functionalities of the Blueprint Editor, mastering the art of manipulating variables, and setting up events to bring your game to life.
Further enhance your proficiency by crafting animations and establishing a robust game controller. This curriculum ....",$654.00
Unreal Engine Essential Training,"Embark on a transformative journey with our Unreal Engine Essential Training. Begin with mastering the nuances of customizing the Unreal UI, setting the stage for your projects and crafting expansive landscapes that breathe life. As you progress, delve into assembling sophisticated scenes that merge the artistic prowess of materials and lights, accentuated by post-processing effects that add depth and realism. Witnes....",$654.00
WSQ - Develop Augmented Reality (AR) Applications,"Ever imagined blending the digital and the real in a seamless experience? Make it happen with our Augmented Reality (AR) course. Learn how to craft applications that are not just interactive but revolutionary. From understanding the basics of 3D modeling and user interaction to implementing state-of-the-art tracking techniques, this course opens up a world of possibilities in AR development. Create applications that ....",$675.80
WSQ - Business Innovation with Immersive Technologies,"In our Digital Transformation Using Immersive Technologies course, you will learn how to revolutionize your business by integrating augmented reality (AR), virtual reality (VR), and Metaverse technologies into your current business model. Through a comprehensive exploration of these cutting-edge technologies, you will gain a thorough understanding of the opportunities and challenges they present, as well as the vario....",$872.00
Augmented Reality (AR) Mobile App Development,"Augmented Reality (AR) is poised to revolutionise the way we work, shop, play and learn.   More than the Pokemon Go sensation that’s taken the world by storm, AR will provide workers with real-time, contextual information for doing their jobs better – in-place and on-site.  The Microsoft Hololens, Epson Moverio and the Google Glass are just front runners of the coming digital revolution that will change the way w....",$324.82
Digital Transformation Using Immersive Technologies,"Immersive technology, a groundbreaking approach that merges virtual content seamlessly with the physical realm, has paved the way for innovative and holistic user interactions. This course unfolds the core principles of these technologies, providing participants with an insightful understanding of the capabilities and applications of Virtual Reality (VR), Augmented Reality (AR), and Extended Reality (XR).
With a foc....",$327.00
Web 3 and Metaverse Awareness Course,"In the same way that social media, ecommerce, and even the internet itself were once seen as passing fads but ended up revolutionizing the way companies do business, Web3 and the metaverse are building full-fledged economies of goods and services that are already changing the way humans interact with the digital world. Business leaders need to understand the changing expectations of consumers and the workforce and re....",$327.00
Virtual Reality for Architecture Visualisations with Unreal Engine,"Master the cutting-edge techniques in Virtual Reality to transform your architectural visualisations into captivating, immersive experiences with the Unreal Engine. This course equips you with the skills to seamlessly transfer your Archviz projects from 3ds Max, rendering them playable in Virtual Reality, thereby revolutionising your architectural presentations.
Along with a hands-on approach, you'll delve into the ....",$654.00
WSQ - Digital Drawing Layout Production Using InDesign,"Embark on a transformative journey with WSQ's Digital Drawing Layout Production Using InDesign course. This course is your go-to guide for mastering the fundamentals of Adobe InDesign, from basic drawing techniques to complex layout production. By the end of the course, you'll be adept at creating seamless designs for both print and digital platforms, tailored to your project's specific requirements.
Focused on real....",$381.50
Adobe InDesign CC Essential Training,"Unlock the vast potentials of Adobe InDesign CC with our tailored Essential Training. Designed for both beginners and professionals, this course offers a comprehensive journey from the basics, like getting acquainted with the user interface, to advanced design techniques. Within just 30 minutes, embark on a hands-on experience, setting up new documents, and effortlessly placing graphics, ensuring every project reflec....",$248.52
WSQ - Digital Image Production with Lightroom,"Step into the world of professional photo editing with WSQ's Digital Image Production with Lightroom course. This comprehensive guide covers all the key aspects of Adobe Lightroom, from basic image organization to advanced editing techniques. By the course's end, you'll know how to adjust exposure, manage colors, and apply effects to produce high-quality images that captivate your audience.
This skill-centric course....",$381.50
WSQ - NFT Opportunities for Digital Artists and Businesses,"Dive into the rapidly evolving world of Non-Fungible Tokens (NFTs) with this comprehensive WSQ course designed for both digital artists and businesses. Learn how to create unique digital assets, tokenize artwork, and understand the mechanics behind NFT marketplaces. Whether you're an artist looking to monetize your digital art or a business interested in NFT as a new revenue stream, this course will provide you with ....",$381.50
Ebook Publishing and Distribution Essential Training,"Embark on a transformative journey into the realm of ebook publishing and distribution. This meticulously crafted course ensures proficiency in converting Word documents into universally accepted ePUB and Kindle Mobi formats, vital skills in today's digital literature landscape. Furthermore, it sheds light on the intricacies of crafting compelling book covers, capturing readers' attention even before they delve into ....",$327.00
Create Infographics with PowerPoint,"Unveiling the underrated prowess of PowerPoint in infographic creation, this course offers an insightful journey into crafting compelling visual data presentations. Gone are the days where specialized tools are deemed necessary for infographic design; with our curated curriculum, you'll learn how to harness the full potential of PowerPoint to convey complex information in an easily digestible visual format.
This cou....",$327.00
eLearning Instructional Design,"Discover the art and science of creating engaging and effective eLearning projects with our Project eLearning Instructional Design course. As the world leans towards digital learning solutions, being proficient in instructional design is a critical skill. This course introduces you to the essential principles and techniques of instructional design, ensuring you are well-versed in creating learning experiences that ar....",$327.00
Mastering Articulate Storyline 360 for e-Learning Content Creation,"This course is not yet approved for WSQ funding
Dive into the realm of e-Learning content creation with our ""Mastering Articulate Storyline 360 for e-Learning Content Creation"" course. This comprehensive program equips you with the expertise to conceptualize and map out engaging digital storyboards, utilizing the advanced capabilities of Articulate Storyline 360. You'll learn the principles of effective storytelling....","$2,180.00"
Articulate Storyline 360 Essential Training,"Dive into the transformative world of elearning content with our Articulate Storyline 360 Essential Training. This course encapsulates everything, from the very basics of elearning content to the intricate processes of inserting images, characters, external media, and even publishing handouts to Microsoft Word. Be it setting up your project preferences, adjusting slide properties, or exploring the potential of trigge....",$327.00
Adobe Captivate Essential Training,"Unlock the full potential of Adobe Captivate in your eLearning ventures with this essential training. Dive deep into creating robust, responsive projects while ensuring flexibility with the adept use of Fluid Boxes. Familiarize yourself with the essentials of previewing, building, and concluding projects seamlessly.
Enhance your eLearning content with techniques on editing master slides, programming buttons, and sel....",$327.00
Creating Dynamic eLearning Content with iSpring Suite,"Delve into the intricacies of eLearning design with a comprehensive course centered on iSpring Suite, the game-changer in dynamic digital learning content. Gain an in-depth understanding of foundational eLearning concepts and principles, ensuring every piece of content you craft is not just engaging, but also pedagogically sound. Familiarize yourself with the robust suite of tools that iSpring offers, alongside addit....",$542.82
Canvas LMS Training,"Learning management systems have revolutionized the way educators and corporate trainers are able to provide instruction. With an online platform, instructors and students can communicate, collaborate, share and access resources, submit assignments, and give feedback at any time
Canvas, a leading LMS used by institutions and instructors around the globe. This course will show you how to set up a class, work with stu....",$327.00
MoodleCloud LMS Essential Training,"Embark on a transformative journey to mastering MoodleCloud LMS, the modern platform for online educators. This comprehensive training navigates every essential facet, starting with the nuances of setting up a distinguished instructor profile. Delve deep into creating immersive courses, optimizing settings, and engaging students with timely announcements. By incorporating resources, activities, and managing vital fil....",$324.82
Google Classroom LMS Training,"Unlock the transformative potential of Google Classroom with this meticulous LMS training course. Educators, students, and e-learning enthusiasts alike will gain a comprehensive understanding of managing Classroom roles, be it as a teacher orchestrating lessons and grading, or as a student navigating assignments and feedback. A holistic grasp of these functionalities ensures optimized classroom management, promoting ....",$270.32
ZOOM Essential Training,"Zoom has rapidly integrated into the fabric of our professional and social engagements. This course serves as your comprehensive guide to grasping the fundamental aspects of this widely-used video conferencing solution. Whether you're keen on understanding how to adeptly host, attend, schedule, or even engage in seamless collaboration during a Zoom meeting, our curriculum ensures a deep dive into these crucial areas.....",$163.50
Mastering Articulate Storyline 360 for e-Learning Content Creation,"This course is not yet approved for WSQ funding
Dive into the realm of e-Learning content creation with our ""Mastering Articulate Storyline 360 for e-Learning Content Creation"" course. This comprehensive program equips you with the expertise to conceptualize and map out engaging digital storyboards, utilizing the advanced capabilities of Articulate Storyline 360. You'll learn the principles of effective storytelling....","$2,180.00"
Articulate Storyline 360 Essential Training,"Dive into the transformative world of elearning content with our Articulate Storyline 360 Essential Training. This course encapsulates everything, from the very basics of elearning content to the intricate processes of inserting images, characters, external media, and even publishing handouts to Microsoft Word. Be it setting up your project preferences, adjusting slide properties, or exploring the potential of trigge....",$327.00
Adobe Captivate Essential Training,"Unlock the full potential of Adobe Captivate in your eLearning ventures with this essential training. Dive deep into creating robust, responsive projects while ensuring flexibility with the adept use of Fluid Boxes. Familiarize yourself with the essentials of previewing, building, and concluding projects seamlessly.
Enhance your eLearning content with techniques on editing master slides, programming buttons, and sel....",$327.00
Creating Dynamic eLearning Content with iSpring Suite,"Delve into the intricacies of eLearning design with a comprehensive course centered on iSpring Suite, the game-changer in dynamic digital learning content. Gain an in-depth understanding of foundational eLearning concepts and principles, ensuring every piece of content you craft is not just engaging, but also pedagogically sound. Familiarize yourself with the robust suite of tools that iSpring offers, alongside addit....",$542.82
eLearning Instructional Design,"Discover the art and science of creating engaging and effective eLearning projects with our Project eLearning Instructional Design course. As the world leans towards digital learning solutions, being proficient in instructional design is a critical skill. This course introduces you to the essential principles and techniques of instructional design, ensuring you are well-versed in creating learning experiences that ar....",$327.00
Google Classroom LMS Training,"Unlock the transformative potential of Google Classroom with this meticulous LMS training course. Educators, students, and e-learning enthusiasts alike will gain a comprehensive understanding of managing Classroom roles, be it as a teacher orchestrating lessons and grading, or as a student navigating assignments and feedback. A holistic grasp of these functionalities ensures optimized classroom management, promoting ....",$270.32
Canvas LMS Training,"Learning management systems have revolutionized the way educators and corporate trainers are able to provide instruction. With an online platform, instructors and students can communicate, collaborate, share and access resources, submit assignments, and give feedback at any time
Canvas, a leading LMS used by institutions and instructors around the globe. This course will show you how to set up a class, work with stu....",$327.00
MoodleCloud LMS Essential Training,"Embark on a transformative journey to mastering MoodleCloud LMS, the modern platform for online educators. This comprehensive training navigates every essential facet, starting with the nuances of setting up a distinguished instructor profile. Delve deep into creating immersive courses, optimizing settings, and engaging students with timely announcements. By incorporating resources, activities, and managing vital fil....",$324.82
ZOOM Essential Training,"Zoom has rapidly integrated into the fabric of our professional and social engagements. This course serves as your comprehensive guide to grasping the fundamental aspects of this widely-used video conferencing solution. Whether you're keen on understanding how to adeptly host, attend, schedule, or even engage in seamless collaboration during a Zoom meeting, our curriculum ensures a deep dive into these crucial areas.....",$163.50
